T,time
0.001614149067242332,0.0011
0.004481376495552802,0.0021000000000000003
0.00731110578941585,0.0031000000000000003
0.010110230432624379,0.0041
0.012882820341581946,0.0051
0.01563165072632733,0.0061
0.018358772078637564,0.0071
0.021065780062958783,0.0081
0.023753962509265092,0.0091
0.02642438735074748,0.010100000000000001
0.029077958929837777,0.011100000000000002
0.03171545596205472,0.012100000000000003
0.03433755819640405,0.013100000000000004
0.036944865765270785,0.014100000000000005
0.03953791361651726,0.015100000000000006
0.04211718252739538,0.016100000000000007
0.044683107675997924,0.017100000000000008
0.047236085425652385,0.01810000000000001
0.04977647877463798,0.01910000000000001
0.05230462179105677,0.02010000000000001
0.054820823263671214,0.02110000000000001
0.057325369738437604,0.022100000000000012
0.05981852806759336,0.023100000000000013
0.062300547567529785,0.024100000000000014
0.06477166185942562,0.025100000000000015
0.06723209045021483,0.026100000000000016
0.06968204009916823,0.027100000000000016
0.07212170600609258,0.028100000000000017
0.07455127285000607,0.029100000000000018
0.0769709157016576,0.03010000000000002
0.07938080082892451,0.03110000000000002
0.08178108641074888,0.03210000000000002
0.0841719231725333,0.03310000000000002
0.08655345495378297,0.03410000000000002
0.08892581921699882,0.03510000000000002
0.0912891475054276,0.03610000000000002
0.09364356585607958,0.03710000000000002
0.09598919517349613,0.03810000000000002
0.09832615156892732,0.039100000000000024
0.10065454666893614,0.040100000000000025
0.10297448789687769,0.041100000000000025
0.10528607873025031,0.042100000000000026
0.10758941893651142,0.04310000000000003
0.10988460478961892,0.04410000000000003
0.11217172926928498,0.04510000000000003
0.1144508822446677,0.04610000000000003
0.11672215064403768,0.04710000000000003
0.11898561861176282,0.04810000000000003
0.12124136765380511,0.04910000000000003
0.12348947677278987,0.05010000000000003
0.12573002259358668,0.051100000000000034
0.12796307948024732,0.052100000000000035
0.13018871964504086,0.053100000000000036
0.13240701325027326,0.05410000000000004
0.13461802850348414,0.05510000000000004
0.13682183174656737,0.05610000000000004
0.1390184875393059,0.05710000000000004
0.14120805873776643,0.05810000000000004
0.1433906065679449,0.05910000000000004
0.14556619069504007,0.06010000000000004
0.14773486928866753,0.06110000000000004
0.14989669908433356,0.062100000000000044
0.1520517354414227,0.06310000000000004
