T,Bi=1,Bi=2,Bi=3
0.0001,0.0002969225809690279,0.008517554625013801,0.9185060471480189
0.0002,0.0005927954512228162,0.009087156693860177,0.9188834086993755
0.00030000000000000003,0.0008874515976079467,0.009652040321403321,0.9192506470319028
0.0004,0.0011811241938595174,0.010213137230932645,0.9196098548809086
0.0005,0.0014739465459170376,0.010770980193203772,0.9199622278237201
0.0006000000000000001,0.0017660104469074955,0.011325935545314025,0.9203085875378337
0.0007000000000000001,0.00205738243336262,0.011878268889117694,0.9206495292356321
0.0008000000000000001,0.002348113390577944,0.01242818348675423,0.9209855079916894
0.0009000000000000002,0.0026382455025618645,0.012975847427138643,0.9213169000599806
0.0010000000000000002,0.00292781309056811,0.013521397570072868,0.9216440114903502
0.0011000000000000003,0.0032168451926750663,0.01406494965921723,0.9219671009369251
0.0012000000000000003,0.0035053667979652037,0.01460660325585561,0.9222863907420553
0.0013000000000000004,0.003793398953789495,0.015146442476486888,0.922602068466673
0.0014000000000000004,0.004080962188504733,0.0156845485481788,0.9229143155531976
0.0015000000000000005,0.0043680723741629235,0.016220985137243682,0.9232232736040354
0.0016000000000000005,0.0046547460089536585,0.016755817412329455,0.923529088037708
0.0017000000000000006,0.004940995865745479,0.017289096660632608,0.9238318727158867
0.0018000000000000006,0.005226835723407763,0.017820877162744164,0.9241317486685624
0.0019000000000000006,0.005512275975113834,0.01835120077158159,0.9244288085967937
0.0020000000000000005,0.005797327947589359,0.018880114315668717,0.924723156884787
0.0021000000000000003,0.0060820018875626936,0.019407651889201905,0.9250148687952117
0.0022,0.006366305904406788,0.01993385259374225,0.925304031310844
0.0023,0.006650249080305315,0.020458752222102472,0.9255907239724505
0.0024,0.006933839797419239,0.020982377299565202,0.9258750050842997
0.0024999999999999996,0.0072170844274721535,0.021504760157325054,0.9261569464937026
0.0025999999999999994,0.0074999905625696694,0.022025928415937646,0.9264366093075057
0.0026999999999999993,0.007782565352263182,0.02254591008579987,0.926714055663465
0.002799999999999999,0.00806481368086609,0.02306472526657788,0.9269893295072269
0.002899999999999999,0.008346742171076338,0.023582399775073037,0.9272624881191159
0.0029999999999999988,0.008628356375171675,0.02409895560328812,0.9275335800294873
0.0030999999999999986,0.008909661567980232,0.02461441593243552,0.9278026566238291
0.0031999999999999984,0.009190663309509572,0.025128795543713278,0.9280697498947483
0.0032999999999999982,0.009471365187963654,0.025642116258090097,0.928334908239606
0.003399999999999998,0.009751772447733176,0.02615439610986281,0.928598171354174
0.003499999999999998,0.010031889447101205,0.02666565233259277,0.9288595771484065
0.0035999999999999977,0.010311720357633725,0.027175901415490644,0.9291191618725307
0.0036999999999999976,0.0105912691769523,0.027685161275531556,0.9293769651672554
0.0037999999999999974,0.010870540264584339,0.028193442415263004,0.9296330094854363
0.0038999999999999972,0.01114953615735259,0.028700761982305867,0.9298873327965032
0.0039999999999999975,0.011428261037588094,0.029207133940803987,0.9301399657222332
0.004099999999999998,0.011706718310027675,0.02971257172714603,0.9303909377091282
0.004199999999999998,0.011984911254889541,0.03021708828176284,0.930640277099465
0.004299999999999998,0.012262843035186988,0.03072069607837158,0.9308880111966354
0.0043999999999999985,0.012540516703468008,0.031223409335258134,0.9311341714254545
0.004499999999999999,0.012817935774144362,0.031725234936067825,0.931378772134017
0.004599999999999999,0.01309510187159768,0.03222618672049704,0.9316218439479969
0.004699999999999999,0.013372018427106447,0.032726275534610494,0.9318634105487721
0.0048,0.013648688106532303,0.033225511875222935,0.9321034948413169
0.0049,0.013925113492493923,0.03372390590789309,0.9323421189943656
0.005,0.014201297088558551,0.03422146748368016,0.9325793044778025
0.0051,0.01447724132314998,0.03471820615475929,0.9328150720975117
0.005200000000000001,0.014752948553194867,0.0352141311889963,0.9330494420278964
0.005300000000000001,0.015028421067537101,0.03570925382436263,0.9332824390946887
0.005400000000000001,0.0153036610901216,0.036203577991310576,0.9335140710297308
0.005500000000000001,0.015578671305818692,0.03669711479876259,0.9337443624149988
0.005600000000000002,0.01585345269718519,0.037189872498080145,0.9339733311677103
0.005700000000000002,0.01612800791890656,0.03768185911728206,0.9342009947096752
0.005800000000000002,0.016402338961910568,0.038173082470749575,0.9344273699889242
0.0059000000000000025,0.016676447765663127,0.03866355016836254,0.934652473500074
0.006000000000000003,0.01695033622032338,0.03915326962411392,0.9348763213035165
0.006100000000000003,0.01722400616877895,0.03964224806422889,0.9350989290435155
0.006200000000000003,0.017497459408566174,0.040130492534832696,0.9353203119652886
0.0063000000000000035,0.01777069769368622,0.040618009909195285,0.9355404849311424
0.006400000000000004,0.018043722736321488,0.04110480689457707,0.9357594624357258
0.006500000000000004,0.01831653620846041,0.041590892265413126,0.9359772638649764
0.006600000000000004,0.01858913974343679,0.04207626768366923,0.9361938918774769
0.0067000000000000046,0.018861535498133408,0.04256094193673143,0.9364093659288659
0.006800000000000005,0.01913372384277423,0.043044921124920865,0.9366236991698786
0.006900000000000005,0.01940570694094368,0.043528211212279344,0.936836904449836
0.007000000000000005,0.019677486284192414,0.044010818031469334,0.9370489943275501
0.007100000000000006,0.019949063332133754,0.04449274728843866,0.9372599810816972
0.007200000000000006,0.020220439513553234,0.04497400456685918,0.9374698767206938
0.007300000000000006,0.02049161622747342,0.04545459533235652,0.9376786929921014
0.007400000000000006,0.02076259484416032,0.04593452493653971,0.9378864413915899
0.007500000000000007,0.021033376706091178,0.0464137986208466,0.9380931331714844
0.007600000000000007,0.021303963128871395,0.04689242152020967,0.9382987793489194
0.007700000000000007,0.021574355402116385,0.04737039866655923,0.938503390713623
0.0078000000000000074,0.021844554790289683,0.04784773499216732,0.9387069778353511
0.007900000000000008,0.022114562533504634,0.04832443533284292,0.9389095510709916
0.008000000000000007,0.022384379848296,0.04880050443099215,0.9391111205713576
0.008100000000000007,0.02265400792834793,0.04927594916348199,0.9393117015584015
0.008200000000000006,0.022923447945203623,0.04975076940921164,0.9395112926934135
0.008300000000000005,0.02319270104893656,0.05022497213274013,0.939709909431209
0.008400000000000005,0.023461768912342862,0.050698561728240055,0.9399075611544031
0.008500000000000004,0.023730651501327804,0.05117154251019229,0.9401042570700285
0.008600000000000003,0.02399935051068891,0.051643918715719384,0.9403000062147105
0.008700000000000003,0.0242678670102201,0.052115694506821963,0.940494817459636
0.008800000000000002,0.0245362020512796,0.0525868739725337,0.9406886995153267
0.008900000000000002,0.024804356667313288,0.05305746113098486,0.9408816609362263
0.009000000000000001,0.025072331874349763,0.053527459931393406,0.9410737101251103
0.0091,0.025340128671483164,0.05399687425597466,0.9412648553373267
0.0092,0.02560774804133359,0.05446570792178318,0.9414551046848761
0.0093,0.025875190950493066,0.05493396468248102,0.9416444661403386
0.009399999999999999,0.026142458349954545,0.05540164823004479,0.9418329475406542
0.009499999999999998,0.026409551175522794,0.055868762196406574,0.9420205565907643
0.009599999999999997,0.026676470348214965,0.05633531015503834,0.9422073008671202
0.009699999999999997,0.026943216774641843,0.056801295622475934,0.9423931878210642
0.009799999999999996,0.027209791347378998,0.05726672205979011,0.9425782247820894
0.009899999999999996,0.027476194945323495,0.057731592874006754,0.9427624189609849
0.009999999999999995,0.02774242843403818,0.05819591141947478,0.9429457774528687
0.010099999999999994,0.028008492666085294,0.05865968099918906,0.9431283072401161
0.010199999999999994,0.028274388481346224,0.05912290486606464,0.943310015195186
0.010299999999999993,0.028540116707332253,0.05958558844058026,0.9434909133713171
0.010399999999999993,0.02880567815948587,0.06004773025187071,0.943670997391782
0.010499999999999992,0.029071073641466993,0.06050933583777929,0.9438502796050692
0.010599999999999991,0.029336303945437847,0.06097040826132838,0.9440287664668494
0.01069999999999999,0.029601370401201144,0.06143095054135528,0.9442064643359455
0.01079999999999999,0.029866272634203828,0.06189096565354513,0.9443833794766092
0.01089999999999999,0.030131012003332458,0.0623504565314239,0.9445595180607271
0.010999999999999989,0.030395589257031563,0.06280942606732554,0.9447348861699547
0.011099999999999988,0.03066000513354683,0.06326787711332926,0.9449094897977857
0.011199999999999988,0.03092426036115037,0.06372581248216069,0.945083334851555
0.011299999999999987,0.031188355658362532,0.06418323494807743,0.9452564271543823
0.011399999999999987,0.031452291734168525,0.06464014724771427,0.945428772447053
0.011499999999999986,0.03171606928822257,0.06509655208091303,0.9456003763898454
