T,time
0.9185060471480189,0.0001
0.9188834086993755,0.0002
0.9192506470319028,0.00030000000000000003
0.9196098548809086,0.0004
0.9199622278237201,0.0005
0.9203085875378337,0.0006000000000000001
0.9206495292356321,0.0007000000000000001
0.9209855079916894,0.0008000000000000001
0.9213169000599806,0.0009000000000000002
0.9216440114903502,0.0010000000000000002
0.9219671009369251,0.0011000000000000003
0.9222863907420553,0.0012000000000000003
0.922602068466673,0.0013000000000000004
0.9229143155531976,0.0014000000000000004
0.9232232736040354,0.0015000000000000005
0.923529088037708,0.0016000000000000005
0.9238318727158867,0.0017000000000000006
0.9241317486685624,0.0018000000000000006
0.9244288085967937,0.0019000000000000006
0.924723156884787,0.0020000000000000005
0.9250148687952117,0.0021000000000000003
0.925304031310844,0.0022
0.9255907239724505,0.0023
0.9258750050842997,0.0024
0.9261569464937026,0.0024999999999999996
0.9264366093075057,0.0025999999999999994
0.926714055663465,0.0026999999999999993
0.9269893295072269,0.002799999999999999
0.9272624881191159,0.002899999999999999
0.9275335800294873,0.0029999999999999988
0.9278026566238291,0.0030999999999999986
0.9280697498947483,0.0031999999999999984
0.928334908239606,0.0032999999999999982
0.928598171354174,0.003399999999999998
0.9288595771484065,0.003499999999999998
0.9291191618725307,0.0035999999999999977
0.9293769651672554,0.0036999999999999976
0.9296330094854363,0.0037999999999999974
0.9298873327965032,0.0038999999999999972
0.9301399657222332,0.0039999999999999975
0.9303909377091282,0.004099999999999998
0.930640277099465,0.004199999999999998
0.9308880111966354,0.004299999999999998
0.9311341714254545,0.0043999999999999985
0.931378772134017,0.004499999999999999
0.9316218439479969,0.004599999999999999
0.9318634105487721,0.004699999999999999
0.9321034948413169,0.0048
0.9323421189943656,0.0049
0.9325793044778025,0.005
0.9328150720975117,0.0051
0.9330494420278964,0.005200000000000001
0.9332824390946887,0.005300000000000001
0.9335140710297308,0.005400000000000001
0.9337443624149988,0.005500000000000001
0.9339733311677103,0.005600000000000002
0.9342009947096752,0.005700000000000002
0.9344273699889242,0.005800000000000002
0.934652473500074,0.0059000000000000025
0.9348763213035165,0.006000000000000003
0.9350989290435155,0.006100000000000003
0.9353203119652886,0.006200000000000003
0.9355404849311424,0.0063000000000000035
0.9357594624357258,0.006400000000000004
0.9359772638649764,0.006500000000000004
0.9361938918774769,0.006600000000000004
0.9364093659288659,0.0067000000000000046
0.9366236991698786,0.006800000000000005
0.936836904449836,0.006900000000000005
0.9370489943275501,0.007000000000000005
0.9372599810816972,0.007100000000000006
0.9374698767206938,0.007200000000000006
0.9376786929921014,0.007300000000000006
0.9378864413915899,0.007400000000000006
0.9380931331714844,0.007500000000000007
0.9382987793489194,0.007600000000000007
0.938503390713623,0.007700000000000007
0.9387069778353511,0.0078000000000000074
0.9389095510709916,0.007900000000000008
0.9391111205713576,0.008000000000000007
0.9393117015584015,0.008100000000000007
0.9395112926934135,0.008200000000000006
0.939709909431209,0.008300000000000005
0.9399075611544031,0.008400000000000005
0.9401042570700285,0.008500000000000004
0.9403000062147105,0.008600000000000003
0.940494817459636,0.008700000000000003
0.9406886995153267,0.008800000000000002
0.9408816609362263,0.008900000000000002
0.9410737101251103,0.009000000000000001
0.9412648553373267,0.0091
0.9414551046848761,0.0092
0.9416444661403386,0.0093
0.9418329475406542,0.009399999999999999
0.9420205565907643,0.009499999999999998
0.9422073008671202,0.009599999999999997
0.9423931878210642,0.009699999999999997
0.9425782247820894,0.009799999999999996
0.9427624189609849,0.009899999999999996
0.9429457774528687,0.009999999999999995
0.9431283072401161,0.010099999999999994
0.943310015195186,0.010199999999999994
0.9434909133713171,0.010299999999999993
0.943670997391782,0.010399999999999993
0.9438502796050692,0.010499999999999992
0.9440287664668494,0.010599999999999991
0.9442064643359455,0.01069999999999999
0.9443833794766092,0.01079999999999999
0.9445595180607271,0.01089999999999999
0.9447348861699547,0.010999999999999989
0.9449094897977857,0.011099999999999988
0.945083334851555,0.011199999999999988
0.9452564271543823,0.011299999999999987
0.945428772447053,0.011399999999999987
0.9456003763898454,0.011499999999999986
0.9457712445643001,0.011599999999999985
0.9459413824749375,0.011699999999999985
0.9461107955509253,0.011799999999999984
0.9462794891476946,0.011899999999999984
0.9464474685485107,0.011999999999999983
0.9466147389659975,0.012099999999999982
